Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,7.6,11.0,185000,09005,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New London,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11,,,9.3,12.9,268805,09011,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.1,,,73.0,79.5,863700,09009,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Windham,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,32.3,35.2,116418,09015,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Windham,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,48.6,,,40.9,56.4,116418,09015,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5,,,4.0,6.0,150293,09013,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.4,6.5,268805,09011,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,New Haven,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,69.9,,,67.2,72.8,863700,09009,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Windham,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,68.8,,,65.4,72.1,116418,09015,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.9,,,32.0,38.1,863700,09009,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,959768,09001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.2,,,71.0,79.1,185000,09005,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Tolland,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.6,,,8.6,12.8,150293,09013,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Tolland,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.8,,,4.4,7.4,150293,09013,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,29.4,38.1,896854,09003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Fairfield,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8,,,6.3,10.2,959768,09001,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.6,959768,09001,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.7,,,26.3,33.1,185000,09005,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,4.9,6.7,959768,09001,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Tolland,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,88.3,,,86.0,90.5,150293,09013,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.4,,,22.9,28.1,896854,09003,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Windham,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.1,,,6.5,14.4,116418,09015,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New London,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,8.0,10.8,268805,09011,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.5,,,4.1,7.1,164759,09007,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,,,6.5,7.8,863700,09009,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.4,,,7.6,9.2,164759,09007,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,8.1,11.1,116418,09015,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Tolland,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.5,,,2.9,4.1,150293,09013,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.1,,,68.8,75.4,185000,09005,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.1,,,27.1,36.0,863700,09009,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11.1,,,8.8,13.7,959768,09001,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.1,7.6,116418,09015,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.9,,,2.4,3.4,164759,09007,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.5,,,88.6,92.3,164759,09007,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.4,,,25.4,31.2,150293,09013,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.3,,,27.5,33.6,863700,09009,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Hartford,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.3,,,5.5,7.2,896854,09003,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24.1,,,20.6,27.9,863700,09009,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Hartford,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,47,,,40.2,53.1,896854,09003,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75,,,70.8,79.0,185000,09005,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Tolland,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.4,,,8.6,12.4,150293,09013,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.6,5.4,959768,09001,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.5,,,16.0,23.3,164759,09007,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.9,,,8.3,11.6,185000,09005,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Windham,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.7,,,70.6,78.6,116418,09015,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New Haven,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.8,,,11.5,16.1,863700,09009,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Tolland,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16,,,13.7,18.7,150293,09013,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,Litchfield,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.8,,,30.2,33.4,185000,09005,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Hartford,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.6,896854,09003,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,30.2,,,27.6,33.1,896854,09003,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Windham,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.8,,,74.6,80.8,116418,09015,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.7,150293,09013,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Middlesex,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,12.6,16.8,164759,09007,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Hartford,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.8,,,5.7,8.0,896854,09003,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.4,,,5.8,9.2,268805,09011,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.5,10.5,959768,09001,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,New London,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.8,,,82.7,86.7,268805,09011,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.6,,,10.6,14.8,116418,09015,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New London,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,11.7,17.9,268805,09011,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.7,,,33.5,40.3,268805,09011,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78,,,74.5,81.5,268805,09011,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.3,,,32.8,46.2,185000,09005,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.1,,,5.3,7.0,268805,09011,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.4,,,7.1,9.7,150293,09013,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Litchfield,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,72.1,,,68.1,76.1,185000,09005,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Middlesex,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.7,,,9.5,14.0,164759,09007,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.4,,,4.4,11.0,185000,09005,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Hartford,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,88.2,,,86.2,90.3,896854,09003,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.3,,,6.6,10.2,863700,09009,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Tolland,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.6,,,73.6,79.4,150293,09013,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Tolland,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,4.8,6.7,150293,09013,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.2,,,10.7,15.9,896854,09003,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.3,,,11.5,17.1,863700,09009,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.4,268805,09011,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,78.4,,,75.5,81.0,164759,09007,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Tolland,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,10.3,16.6,150293,09013,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.2,2.8,185000,09005,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.8,5.0,959768,09001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.2,,,10.2,14.4,116418,09015,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.1,,,2.6,3.7,959768,09001,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3.0,150293,09013,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.8,5.1,863700,09009,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.0,11.4,959768,09001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.3,,,6.1,8.6,116418,09015,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Litchfield,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.2,,,8.5,12.1,185000,09005,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,New London,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.4,,,75.0,81.6,268805,09011,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.3,4.4,268805,09011,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.6,12.1,150293,09013,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,,,2.7,3.6,863700,09009,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.4,,,69.5,75.1,959768,09001,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.1,,,14.9,19.5,959768,09001,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.1,,,5.3,7.0,896854,09003,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Windham,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,9.0,12.3,116418,09015,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Fairfield,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.6,,,67.9,75.0,959768,09001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.4,3.2,959768,09001,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Fairfield,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.9,,,29.7,32.1,959768,09001,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.1,,,75.7,82.2,164759,09007,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New Haven,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.3,,,9.7,13.3,863700,09009,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27,,,22.7,31.8,185000,09005,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Tolland,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,50.2,,,42.8,58.7,150293,09013,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.5,,,23.2,32.0,150293,09013,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.6,,,28.1,35.1,185000,09005,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Tolland,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.9,,,4.9,11.2,150293,09013,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Fairfield,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.8,,,72.6,78.6,959768,09001,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-73.3670614 41.2274128),1040
